h_idnumber,sum_head,sum_spouse,hsex,spsex,hyrbirth,heduc,spyrbirth,speduc,P1_2a,J4_1a,J5_3a,R2_1,Q2_5a,Q2_5b,Q4_1a,Q4_2a,Q4_3a,Q4_1b,Q4_2b,Q4_3b,S_1a,S_1b,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,class_mig
1_522_1,4,4,Male,Female,1958,HSC (complete HSE),1966,Class VI-IX (Incomplete SE),33,No,0,No,Yes,Yes,Only one or two months,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Very much,Increase,No Change,Decrease,Increase,Increase,movers
1_522_100,7,12,Male,Female,1952,Class I-IV (Incomplete PE),1970,No Schooling,27,No,25,Yes,Yes,No,Only one or two months,Only one or two months,Almost every month,Only one or two months,Only one or two months,Almost every month,Very much,Very much,Increase,Decrease,No Change,Increase,Increase,non_movers
1_522_101,NA,7,Male,Female,1964,Class I-IV (Incomplete PE),1973,No Schooling,20,No,10,Yes,No,No,NA,NA,NA,Only one or two months,Some months but not every month,Never,NA,Very much,Increase,Increase,No Change,Increase,No Change,movers
1_522_102,0,6,Male,Female,1981,University level,1989,SSC (Complete SE),59,No,0,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Decrease,Decrease,Increase,No Change,non_movers
1_522_103,7,7,Male,Female,1961,Class I-IV (Incomplete PE),1974,Class V (Complete PE),33,Yes,0,No,Yes,No,Only one or two months,Only one or two months,Never,Never,Some months but not every month,Never,Somewhat,Somewhat,Decrease,Decrease,Decrease,Decrease,Decrease,non_movers
1_522_104,8,7,Male,Female,1970,No Schooling,1972,No Schooling,16,No,2,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Somewhat,Somewhat,Increase,Increase,Decrease,Increase,Increase,non_movers
1_522_105,4,NA,Female,Male,1985,Class VI-IX (Incomplete SE),1982,Class VI-IX (Incomplete SE),10,Yes,7,Yes,Yes,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Somewhat,NA,Increase,Increase,Decrease,Increase,Decrease,non_movers
1_522_106,NA,12,Male,Female,1974,Class I-IV (Incomplete PE),1976,Class I-IV (Incomplete PE),15,Yes,6,Yes,NA,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Decrease,Increase,Decrease,Decrease,Increase,movers
1_522_107,NA,6,Male,Female,1989,No Schooling,1993,Class I-IV (Incomplete PE),66,Yes,5,Yes,NA,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Increase,Increase,Decrease,Increase,Increase,movers
1_522_108,11,12,Male,Female,1961,No Schooling,1971,No Schooling,33,No,10,Yes,Yes,No,Never,Only one or two months,Never,Never,Never,Never,Somewhat,Somewhat,Decrease,Decrease,Increase,Decrease,Decrease,movers
1_522_11,6,14,Female,Male,1959,Class I-IV (Incomplete PE),1949,Class I-IV (Incomplete PE),3,No,0,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Somewhat,Very much,Decrease,Increase,Increase,Increase,Increase,movers
1_522_111,10,8,Male,Female,1946,No Schooling,1958,Class I-IV (Incomplete PE),38,Yes,3,No,Yes,Yes,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Very much,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_522_112,NA,2,Male,Female,1976,Class V (Complete PE),1983,Class V (Complete PE),16.5,Yes,10,No,NA,No,NA,NA,NA,Never,Some months but not every month,Never,NA,Very much,No Change,No Change,Increase,Increase,Increase,movers
1_522_113,NA,2,Male,Female,1970,Class I-IV (Incomplete PE),1975,No Schooling,0,Yes,5,No,No,No,NA,NA,NA,Only one or two months,Only one or two months,Only one or two months,NA,Somewhat,Increase,Increase,Increase,Increase,Increase,movers
1_522_114,NA,12,Male,Female,1972,Class VI-IX (Incomplete SE),1976,Class VI-IX (Incomplete SE),15,Yes,10,No,No,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Somewhat,Increase,Increase,Increase,Increase,No Change,movers
1_522_115,14,8,Male,Female,1955,University level,1971,Class V (Complete PE),23,No,0,No,Yes,Yes,Only one or two months,Some months but not every month,Only one or two months,Only one or two months,Only one or two months,Only one or two months,Somewhat,Not at all,Increase,Increase,Decrease,Increase,Increase,non_movers
1_522_117,3,NA,Female,Male,1982,Class VI-IX (Incomplete SE),1979,Class V (Complete PE),14,No,0,No,Yes,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Somewhat,NA,Increase,Decrease,Decrease,Decrease,Increase,non_movers
1_522_118,NA,15,Male,Female,1935,No Schooling,1954,No Schooling,45,Yes,5,Yes,Yes,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Decrease,Increase,Decrease,Decrease,Increase,movers
1_522_119,6,10,Male,Female,1953,No Schooling,1972,Class I-IV (Incomplete PE),3.5,No,5,No,Yes,No,Only one or two months,Only one or two months,Never,Never,Some months but not every month,Never,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Increase,non_movers
1_522_12,8,4,Male,Female,1954,No Schooling,1965,Class I-IV (Incomplete PE),4,Yes,0,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Very much,Somewhat,Increase,Increase,Decrease,Increase,Increase,movers
1_522_120,10,11,Male,Female,1952,No Schooling,1965,Class I-IV (Incomplete PE),3.5,No,3,No,No,Yes,Only one or two months,Only one or two months,Never,Only one or two months,Only one or two months,Never,Somewhat,Somewhat,Increase,Increase,No Change,Increase,Increase,movers
1_522_121,2,14,Male,Female,1971,Class I-IV (Incomplete PE),1976,Class V (Complete PE),0,Yes,3,Yes,Yes,Yes,Never,Never,Only one or two months,Some months but not every month,Some months but not every month,Almost every month,Somewhat,Somewhat,Increase,Increase,Decrease,No Change,Increase,movers
1_522_123,NA,10,Male,Female,1964,Class I-IV (Incomplete PE),1969,Class I-IV (Incomplete PE),4.95,No,20,No,Yes,Yes,NA,NA,NA,Some months but not every month,Only one or two months,Never,NA,Very much,Increase,Increase,Increase,Decrease,No Change,movers
1_522_124,NA,17,Male,Female,1968,No Schooling,1980,Class V (Complete PE),3,Yes,30,Yes,NA,Yes,NA,NA,NA,Never,Never,Never,NA,Not at all,Increase,Increase,Decrease,Increase,Decrease,movers
1_522_125,1,11,Male,Female,1978,No Schooling,1982,Class I-IV (Incomplete PE),3.5,No,10,Yes,Yes,Yes,Never,Never,Only one or two months,Never,Only one or two months,Never,Somewhat,Somewhat,No Change,Increase,Increase,Increase,Increase,movers
1_522_126,0,8,Male,Female,1987,No Schooling,1988,Class I-IV (Incomplete PE),3,No,10,No,No,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,Decrease,Increase,Increase,non_movers
1_522_127,8,5,Male,Female,1977,Class I-IV (Incomplete PE),1985,Class VI-IX (Incomplete SE),7,No,3,Yes,Yes,No,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Decrease,No Change,Decrease,Increase,non_movers
1_522_128,NA,5,Male,Female,1965,No Schooling,1977,Class I-IV (Incomplete PE),7.5,Yes,5,No,No,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_522_129,9,11,Male,Female,1964,Class I-IV (Incomplete PE),1979,Class VI-IX (Incomplete SE),33,No,0,Yes,Yes,Yes,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Only one or two months,Only one or two months,Somewhat,Somewhat,Increase,Increase,Decrease,Increase,Decrease,movers
1_522_130,NA,10,Male,Female,1945,Class I-IV (Incomplete PE),1968,Class I-IV (Incomplete PE),54,Yes,98,No,NA,No,NA,NA,NA,Never,Some months but not every month,Some months but not every month,NA,Very much,Increase,Increase,Increase,Increase,Increase,non_movers
1_522_131,1,2,Male,Female,1979,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),30,Yes,0,No,No,No,Only one or two months,Only one or two months,Almost every month,Only one or two months,Some months but not every month,Only one or two months,Very much,Very much,Increase,Decrease,Decrease,Decrease,Decrease,non_movers
1_522_132,NA,5,Male,Female,1957,Class I-IV (Incomplete PE),1975,Class VI-IX (Incomplete SE),18,Yes,0,No,No,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Decrease,Decrease,Decrease,Decrease,Increase,movers
1_522_134,10,1,Male,Female,1970,No Schooling,1982,Class I-IV (Incomplete PE),10,No,5,No,No,Yes,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Increase,Increase,Increase,Increase,movers
1_522_135,NA,5,Male,Female,1982,College (11 and 12 grades),1986,SSC (Complete SE),5,Yes,0,No,NA,No,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Increase,Increase,Increase,Increase,Decrease,movers
1_522_136,6,16,Male,Female,1952,Class I-IV (Incomplete PE),1958,No Schooling,4,No,0,No,No,Yes,Almost every month,Almost every month,Only one or two months,Almost every month,Almost every month,Only one or two months,Somewhat,Somewhat,No Change,No Change,No Change,Increase,No Change,movers
1_522_137,16,16,Male,Female,1949,No Schooling,1984,No Schooling,3.3,Yes,5,Yes,Yes,Yes,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Increase,Increase,Increase,Increase,movers
1_522_138,5,4,Male,Female,1945,Class I-IV (Incomplete PE),1959,Class V (Complete PE),9,Yes,0,Yes,No,No,Never,Never,Never,Only one or two months,Never,Never,Very much,Very much,Increase,Increase,Increase,Decrease,Decrease,movers
1_522_139,7,9,Male,Female,1969,Class I-IV (Incomplete PE),1980,Class V (Complete PE),6,No,1,Yes,Yes,Yes,Some months but not every month,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Somewhat,Very much,Increase,Increase,No Change,Increase,Decrease,movers
1_522_14,16,NA,Female,NA,1977,Class V (Complete PE),NA,NA,12,Yes,0,No,Yes,NA,Only one or two months,Almost every month,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,Decrease,Increase,non_movers
1_522_141,12,NA,Male,Female,1969,Class VI-IX (Incomplete SE),1985,SSC (Complete SE),16,No,7,Yes,Yes,NA,Never,Some months but not every month,Never,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,No Change,Increase,movers
1_522_142,1,9,Male,Female,1978,Class I-IV (Incomplete PE),1980,Class I-IV (Incomplete PE),99,No,2,No,Yes,Yes,Almost every month,Almost every month,Some months but not every month,Some months but not every month,Only one or two months,Never,Somewhat,Somewhat,Increase,Increase,Increase,Decrease,Increase,movers
1_522_143,7,NA,Male,Female,1954,No Schooling,1969,No Schooling,66,No,0,No,No,No,Never,Never,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Increase,Increase,Increase,non_movers
1_522_144,NA,12,Male,Female,1970,Class I-IV (Incomplete PE),1978,Class I-IV (Incomplete PE),4,Yes,0,No,NA,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Some months but not every month,NA,Very much,Decrease,Increase,Decrease,Increase,No Change,movers
1_522_145,NA,6,Male,Female,1971,Class I-IV (Incomplete PE),1981,Class V (Complete PE),7,Yes,10,No,No,Yes,NA,NA,NA,Only one or two months,Almost every month,Never,NA,Very much,Decrease,Increase,Increase,Increase,Increase,movers
1_522_147,NA,9,Male,Female,1960,Class I-IV (Incomplete PE),1968,Class I-IV (Incomplete PE),30,No,0,Yes,Yes,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Almost every month,NA,Very much,Increase,Decrease,Decrease,Decrease,Decrease,movers
1_522_148,12,15,Male,Female,1940,No Schooling,1954,No Schooling,39.6,Yes,0,Yes,No,No,Never,Some months but not every month,Never,Never,Some months but not every month,Never,Very much,Very much,Increase,Increase,Increase,Increase,No Change,movers
1_522_149,2,10,Male,Female,1966,Class I-IV (Incomplete PE),1971,Class I-IV (Incomplete PE),7,No,2,No,Yes,No,Some months but not every month,Only one or two months,Some months but not every month,Only one or two months,Some months but not every month,Never,Somewhat,Very much,Increase,Decrease,Decrease,Increase,Increase,movers
1_522_15,0,11,Male,Female,1984,Class I-IV (Incomplete PE),1986,Class VI-IX (Incomplete SE),39,No,0,No,Yes,Yes,Never,Some months but not every month,Some months but not every month,Never,Some months but not every month,Some months but not every month,Very much,Very much,Increase,Increase,Decrease,Decrease,Increase,movers
1_522_150,8,13,Male,Female,1946,No Schooling,1954,Class I-IV (Incomplete PE),16,Yes,5,Yes,Yes,Yes,Only one or two months,Some months but not every month,Some months but not every month,Only one or two months,Some months but not every month,Some months but not every month,Somewhat,Somewhat,Increase,Decrease,Increase,Decrease,Increase,movers
1_522_151,NA,15,Male,Female,1961,No Schooling,1969,No Schooling,6.6,No,0,Yes,Yes,Yes,NA,NA,NA,Some months but not every month,Only one or two months,Never,NA,Somewhat,Increase,Increase,No Change,Increase,Increase,movers
1_522_152,10,NA,Male,Female,1963,No Schooling,1970,Class VI-IX (Incomplete SE),6,No,3,Yes,Yes,Yes,Only one or two months,Some months but not every month,Only one or two months,NA,NA,NA,Very much,NA,Increase,Increase,Decrease,Decrease,Increase,movers
1_522_153,3,NA,Male,Female,1989,Class I-IV (Incomplete PE),1989,Class VI-IX (Incomplete SE),17,No,2,No,No,Yes,Some months but not every month,Some months but not every month,Some months but not every month,NA,NA,NA,Very much,NA,Increase,Increase,Increase,Increase,Increase,movers
1_522_154,NA,13,Male,Female,1982,Class I-IV (Incomplete PE),1988,Class V (Complete PE),16,Yes,0,Yes,No,Yes,NA,NA,NA,Some months but not every month,Some months but not every month,Never,NA,Very much,Increase,Decrease,No Change,Decrease,Increase,movers
